model,fold,partition,dimensions,slice,rows,families,accuracy
G2,4,train,articleType,Track Pants,200,161,1.0
G2,4,train,articleType,Tracksuits,19,16,1.0
G2,4,train,articleType,Travel Accessory,10,9,1.0
G2,4,train,articleType,Trolley Bag,2,1,1.0
G2,4,train,articleType,Trousers,348,222,1.0
G2,4,train,articleType,Trunk,96,69,1.0
G2,4,train,articleType,Tshirts,4601,3682,0.9997826559443599
G2,4,train,articleType,Tunics,119,106,1.0
G2,4,train,articleType,Umbrellas,3,3,1.0
G2,4,train,articleType,Waist Pouch,12,11,1.0
G2,4,train,articleType,Waistcoat,10,9,1.0
G2,4,train,articleType,Wallets,563,341,0.9822380106571936
G2,4,train,articleType,Watches,1533,1036,0.9967384213959556
G2,4,train,articleType,Water Bottle,8,8,1.0
G2,4,train,articleType,Wristbands,4,4,1.0
G2,4,train,family_size_bin,1,15248,15248,0.9968520461699895
G2,4,train,family_size_bin,2-3,5005,2237,0.9988011988011988
G2,4,train,family_size_bin,4+,5963,850,0.9988260942478618
G2,4,train,gender x articleType,Boys | Booties,3,2,0.6666666666666666
G2,4,train,gender x articleType,Boys | Capris,11,3,1.0
G2,4,train,gender x articleType,Boys | Casual Shoes,18,16,0.9444444444444444
G2,4,train,gender x articleType,Boys | Churidar,1,1,1.0
G2,4,train,gender x articleType,Boys | Clothing Set,3,3,1.0
G2,4,train,gender x articleType,Boys | Flip Flops,12,11,1.0
G2,4,train,gender x articleType,Boys | Gloves,4,2,1.0
G2,4,train,gender x articleType,Boys | Innerwear Vests,3,1,1.0
G2,4,train,gender x articleType,Boys | Jackets,2,1,1.0
G2,4,train,gender x articleType,Boys | Jeans,19,8,1.0
G2,4,train,gender x articleType,Boys | Kurta Sets,2,2,1.0
G2,4,train,gender x articleType,Boys | Kurtas,4,3,1.0
G2,4,train,gender x articleType,Boys | Leggings,3,3,1.0
G2,4,train,gender x articleType,Boys | Rompers,6,4,1.0
G2,4,train,gender x articleType,Boys | Sandals,9,8,1.0
G2,4,train,gender x articleType,Boys | Shirts,53,20,1.0
G2,4,train,gender x articleType,Boys | Shorts,37,20,1.0
G2,4,train,gender x articleType,Boys | Socks,1,1,0.0
G2,4,train,gender x articleType,Boys | Sports Shoes,2,2,1.0
G2,4,train,gender x articleType,Boys | Sweatshirts,1,1,1.0
G2,4,train,gender x articleType,Boys | Trousers,3,2,1.0
G2,4,train,gender x articleType,Boys | Tshirts,347,200,1.0
G2,4,train,gender x articleType,Boys | Waistcoat,2,2,1.0
G2,4,train,gender x articleType,Girls | Backpacks,1,1,0.0
G2,4,train,gender x articleType,Girls | Booties,4,2,1.0
G2,4,train,gender x articleType,Girls | Capris,21,12,1.0
G2,4,train,gender x articleType,Girls | Casual Shoes,10,9,1.0
G2,4,train,gender x articleType,Girls | Clothing Set,2,2,1.0
G2,4,train,gender x articleType,Girls | Dresses,45,31,1.0
G2,4,train,gender x articleType,Girls | Earrings,1,1,0.0
G2,4,train,gender x articleType,Girls | Flip Flops,4,4,1.0
G2,4,train,gender x articleType,Girls | Gloves,6,3,1.0
G2,4,train,gender x articleType,Girls | Innerwear Vests,4,3,1.0
G2,4,train,gender x articleType,Girls | Jeans,9,4,1.0
G2,4,train,gender x articleType,Girls | Leggings,14,6,1.0
G2,4,train,gender x articleType,Girls | Lehenga Choli,1,1,1.0
G2,4,train,gender x articleType,Girls | Rompers,3,3,1.0
G2,4,train,gender x articleType,Girls | Salwar,4,4,1.0
G2,4,train,gender x articleType,Girls | Sandals,30,26,1.0
G2,4,train,gender x articleType,Girls | Shirts,1,1,1.0
G2,4,train,gender x articleType,Girls | Shorts,26,14,1.0
G2,4,train,gender x articleType,Girls | Skirts,16,9,1.0
G2,4,train,gender x articleType,Girls | Tops,154,81,1.0
G2,4,train,gender x articleType,Girls | Tshirts,71,54,0.9859154929577465
G2,4,train,gender x articleType,Girls | Watches,7,1,1.0
G2,4,train,gender x articleType,Men | Accessory Gift Set,73,27,1.0
G2,4,train,gender x articleType,Men | Backpacks,36,21,0.8888888888888888
G2,4,train,gender x articleType,Men | Bangle,1,1,1.0
G2,4,train,gender x articleType,Men | Belts,349,187,1.0
G2,4,train,gender x articleType,Men | Blazers,4,4,1.0
G2,4,train,gender x articleType,Men | Body Wash and Scrub,1,1,1.0
G2,4,train,gender x articleType,Men | Boxers,27,21,1.0
G2,4,train,gender x articleType,Men | Bracelet,16,1,1.0
G2,4,train,gender x articleType,Men | Briefs,350,246,1.0
G2,4,train,gender x articleType,Men | Caps,73,62,0.958904109589041
G2,4,train,gender x articleType,Men | Casual Shoes,1432,1055,0.9993016759776536
G2,4,train,gender x articleType,Men | Churidar,6,5,1.0
G2,4,train,gender x articleType,Men | Cufflinks,31,15,1.0
G2,4,train,gender x articleType,Men | Deodorant,127,110,1.0
G2,4,train,gender x articleType,Men | Duffel Bag,3,2,1.0
G2,4,train,gender x articleType,Men | Flip Flops,318,280,1.0
G2,4,train,gender x articleType,Men | Formal Shoes,415,178,0.9975903614457832
G2,4,train,gender x articleType,Men | Fragrance Gift Set,20,19,1.0
G2,4,train,gender x articleType,Men | Free Gifts,25,15,1.0
G2,4,train,gender x articleType,Men | Gloves,4,4,1.0
G2,4,train,gender x articleType,Men | Handbags,4,3,1.0
G2,4,train,gender x articleType,Men | Innerwear Vests,157,125,1.0
G2,4,train,gender x articleType,Men | Jackets,124,109,1.0
G2,4,train,gender x articleType,Men | Jeans,208,91,1.0
G2,4,train,gender x articleType,Men | Kurtas,36,29,1.0
G2,4,train,gender x articleType,Men | Kurtis,2,2,1.0
G2,4,train,gender x articleType,Men | Laptop Bag,13,9,0.8461538461538461
G2,4,train,gender x articleType,Men | Lounge Pants,22,20,1.0
G2,4,train,gender x articleType,Men | Lounge Shorts,19,14,1.0
G2,4,train,gender x articleType,Men | Messenger Bag,8,8,1.0
G2,4,train,gender x articleType,Men | Mufflers,20,18,1.0
G2,4,train,gender x articleType,Men | Nehru Jackets,3,2,1.0
G2,4,train,gender x articleType,Men | Night suits,12,8,1.0
G2,4,train,gender x articleType,Men | Perfume and Body Mist,214,186,0.9953271028037384
G2,4,train,gender x articleType,Men | Ring,25,1,1.0
G2,4,train,gender x articleType,Men | Sandals,478,302,1.0
G2,4,train,gender x articleType,Men | Scarves,34,25,0.9705882352941176
G2,4,train,gender x articleType,Men | Shirts,1859,1040,0.9994620763851533
G2,4,train,gender x articleType,Men | Shoe Accessories,2,2,1.0
G2,4,train,gender x articleType,Men | Shorts,253,204,1.0
G2,4,train,gender x articleType,Men | Socks,313,156,1.0
G2,4,train,gender x articleType,Men | Sports Sandals,19,18,1.0
G2,4,train,gender x articleType,Men | Sports Shoes,1056,949,1.0
G2,4,train,gender x articleType,Men | Stoles,1,1,1.0
G2,4,train,gender x articleType,Men | Sunglasses,382,163,1.0
G2,4,train,gender x articleType,Men | Suspenders,27,15,1.0
G2,4,train,gender x articleType,Men | Sweaters,129,107,1.0
G2,4,train,gender x articleType,Men | Sweatshirts,148,122,1.0
G2,4,train,gender x articleType,Men | Ties,144,68,1.0
G2,4,train,gender x articleType,Men | Tights,1,1,1.0
G2,4,train,gender x articleType,Men | Track Pants,144,111,1.0
G2,4,train,gender x articleType,Men | Tracksuits,19,16,1.0
G2,4,train,gender x articleType,Men | Trousers,285,174,1.0
G2,4,train,gender x articleType,Men | Trunk,96,69,1.0
G2,4,train,gender x articleType,Men | Tshirts,3455,2786,1.0
G2,4,train,gender x articleType,Men | Tunics,1,1,1.0
G2,4,train,gender x articleType,Men | Waist Pouch,1,1,1.0
G2,4,train,gender x articleType,Men | Waistcoat,4,4,1.0
G2,4,train,gender x articleType,Men | Wallets,278,129,0.9964028776978417
G2,4,train,gender x articleType,Men | Watches,892,560,1.0
G2,4,train,gender x articleType,Men | Water Bottle,2,2,1.0
G2,4,train,gender x articleType,Unisex | Backpacks,417,298,1.0
G2,4,train,gender x articleType,Unisex | Basketballs,10,10,1.0
G2,4,train,gender x articleType,Unisex | Belts,6,6,0.6666666666666666
G2,4,train,gender x articleType,Unisex | Caps,96,84,1.0
G2,4,train,gender x articleType,Unisex | Casual Shoes,150,139,0.9533333333333334
G2,4,train,gender x articleType,Unisex | Deodorant,3,3,0.0
G2,4,train,gender x articleType,Unisex | Duffel Bag,53,40,1.0
G2,4,train,gender x articleType,Unisex | Flip Flops,101,93,1.0
G2,4,train,gender x articleType,Unisex | Footballs,6,6,1.0
G2,4,train,gender x articleType,Unisex | Fragrance Gift Set,1,1,1.0
G2,4,train,gender x articleType,Unisex | Free Gifts,1,1,1.0
G2,4,train,gender x articleType,Unisex | Handbags,38,35,1.0
G2,4,train,gender x articleType,Unisex | Hat,2,2,1.0
G2,4,train,gender x articleType,Unisex | Headband,5,5,1.0
G2,4,train,gender x articleType,Unisex | Jackets,1,1,1.0
G2,4,train,gender x articleType,Unisex | Jeans,3,1,1.0
G2,4,train,gender x articleType,Unisex | Key chain,1,1,1.0
G2,4,train,gender x articleType,Unisex | Laptop Bag,34,24,0.9705882352941176
G2,4,train,gender x articleType,Unisex | Messenger Bag,22,21,1.0
G2,4,train,gender x articleType,Unisex | Mobile Pouch,6,5,1.0
G2,4,train,gender x articleType,Unisex | Mufflers,1,1,1.0
G2,4,train,gender x articleType,Unisex | Perfume and Body Mist,7,5,1.0
G2,4,train,gender x articleType,Unisex | Rain Jacket,1,1,1.0
G2,4,train,gender x articleType,Unisex | Rucksacks,8,8,1.0
G2,4,train,gender x articleType,Unisex | Sandals,64,59,0.984375
G2,4,train,gender x articleType,Unisex | Scarves,2,2,1.0
G2,4,train,gender x articleType,Unisex | Shoe Accessories,14,11,0.9285714285714286
G2,4,train,gender x articleType,Unisex | Shoe Laces,1,1,1.0
G2,4,train,gender x articleType,Unisex | Socks,46,31,0.9565217391304348
G2,4,train,gender x articleType,Unisex | Sports Sandals,3,3,1.0
G2,4,train,gender x articleType,Unisex | Sports Shoes,29,29,0.896551724137931
G2,4,train,gender x articleType,Unisex | Sunglasses,95,54,0.9789473684210527
G2,4,train,gender x articleType,Unisex | Sweatshirts,1,1,0.0
G2,4,train,gender x articleType,Unisex | Swimwear,2,2,1.0
G2,4,train,gender x articleType,Unisex | Track Pants,1,1,1.0
G2,4,train,gender x articleType,Unisex | Travel Accessory,8,7,1.0
G2,4,train,gender x articleType,Unisex | Trolley Bag,2,1,1.0
G2,4,train,gender x articleType,Unisex | Tshirts,49,38,1.0
G2,4,train,gender x articleType,Unisex | Waist Pouch,11,10,1.0
G2,4,train,gender x articleType,Unisex | Wallets,14,12,0.5
G2,4,train,gender x articleType,Unisex | Watches,88,75,0.9431818181818182
G2,4,train,gender x articleType,Unisex | Water Bottle,6,6,1.0
G2,4,train,gender x articleType,Unisex | Wristbands,4,4,1.0
G2,4,train,gender x articleType,Women | Baby Dolls,2,2,1.0
G2,4,train,gender x articleType,Women | Backpacks,24,22,1.0
G2,4,train,gender x articleType,Women | Bangle,36,16,1.0
G2,4,train,gender x articleType,Women | Belts,185,135,1.0
G2,4,train,gender x articleType,Women | Blazers,1,1,1.0
G2,4,train,gender x articleType,Women | Bra,201,157,1.0
G2,4,train,gender x articleType,Women | Bracelet,21,13,1.0
G2,4,train,gender x articleType,Women | Briefs,105,77,1.0
G2,4,train,gender x articleType,Women | Camisoles,10,10,1.0
G2,4,train,gender x articleType,Women | Capris,77,65,1.0
G2,4,train,gender x articleType,Women | Caps,15,14,0.9333333333333333
G2,4,train,gender x articleType,Women | Casual Shoes,214,189,0.9953271028037384
G2,4,train,gender x articleType,Women | Churidar,13,12,1.0
G2,4,train,gender x articleType,Women | Clutches,151,123,1.0
G2,4,train,gender x articleType,Women | Compact,4,1,1.0
G2,4,train,gender x articleType,Women | Deodorant,69,65,0.9855072463768116
G2,4,train,gender x articleType,Women | Dresses,186,151,1.0
G2,4,train,gender x articleType,Women | Duffel Bag,3,3,1.0
G2,4,train,gender x articleType,Women | Dupatta,80,58,1.0
G2,4,train,gender x articleType,Women | Earrings,160,29,1.0
G2,4,train,gender x articleType,Women | Eyeshadow,3,2,1.0
G2,4,train,gender x articleType,Women | Flats,284,186,1.0
G2,4,train,gender x articleType,Women | Flip Flops,150,100,1.0
G2,4,train,gender x articleType,Women | Foundation and Primer,9,4,1.0
G2,4,train,gender x articleType,Women | Fragrance Gift Set,17,17,1.0
G2,4,train,gender x articleType,Women | Free Gifts,21,17,1.0
G2,4,train,gender x articleType,Women | Handbags,934,598,1.0
G2,4,train,gender x articleType,Women | Heels,707,379,1.0
G2,4,train,gender x articleType,Women | Highlighter and Blush,4,1,1.0
G2,4,train,gender x articleType,Women | Innerwear Vests,1,1,1.0
G2,4,train,gender x articleType,Women | Ipad,1,1,1.0
G2,4,train,gender x articleType,Women | Jackets,28,25,1.0
G2,4,train,gender x articleType,Women | Jeans,138,74,1.0
G2,4,train,gender x articleType,Women | Jeggings,18,11,1.0
G2,4,train,gender x articleType,Women | Jewellery Set,32,13,1.0
G2,4,train,gender x articleType,Women | Jumpsuit,8,8,1.0
G2,4,train,gender x articleType,Women | Kajal and Eyeliner,9,7,1.0
G2,4,train,gender x articleType,Women | Kurta Sets,50,46,1.0
G2,4,train,gender x articleType,Women | Kurtas,1015,526,1.0
G2,4,train,gender x articleType,Women | Kurtis,136,105,1.0
G2,4,train,gender x articleType,Women | Laptop Bag,7,7,1.0
G2,4,train,gender x articleType,Women | Leggings,91,82,1.0
G2,4,train,gender x articleType,Women | Lip Gloss,4,4,1.0
G2,4,train,gender x articleType,Women | Lip Liner,7,6,1.0
G2,4,train,gender x articleType,Women | Lip Plumper,3,3,1.0
G2,4,train,gender x articleType,Women | Lipstick,6,1,1.0
G2,4,train,gender x articleType,Women | Lounge Pants,14,13,1.0
G2,4,train,gender x articleType,Women | Lounge Shorts,4,4,1.0
G2,4,train,gender x articleType,Women | Lounge Tshirts,1,1,1.0
G2,4,train,gender x articleType,Women | Mobile Pouch,26,26,1.0
G2,4,train,gender x articleType,Women | Mufflers,6,3,1.0
G2,4,train,gender x articleType,Women | Nail Polish,13,12,1.0
G2,4,train,gender x articleType,Women | Necklace and Chains,42,29,1.0
G2,4,train,gender x articleType,Women | Night suits,35,19,1.0
G2,4,train,gender x articleType,Women | Nightdress,27,20,1.0
G2,4,train,gender x articleType,Women | Patiala,18,16,1.0
G2,4,train,gender x articleType,Women | Pendant,77,9,1.0
G2,4,train,gender x articleType,Women | Perfume and Body Mist,158,133,1.0
G2,4,train,gender x articleType,Women | Ring,51,2,1.0
G2,4,train,gender x articleType,Women | Robe,2,2,1.0
G2,4,train,gender x articleType,Women | Salwar,18,16,1.0
G2,4,train,gender x articleType,Women | Salwar and Dupatta,5,5,1.0
G2,4,train,gender x articleType,Women | Sandals,3,3,1.0
G2,4,train,gender x articleType,Women | Sarees,104,84,1.0
G2,4,train,gender x articleType,Women | Scarves,39,32,1.0
G2,4,train,gender x articleType,Women | Shapewear,2,2,1.0
G2,4,train,gender x articleType,Women | Shirts,187,164,1.0
G2,4,train,gender x articleType,Women | Shorts,41,39,1.0
G2,4,train,gender x articleType,Women | Shrug,2,2,1.0
G2,4,train,gender x articleType,Women | Skirts,64,56,1.0
G2,4,train,gender x articleType,Women | Socks,57,48,1.0
G2,4,train,gender x articleType,Women | Sports Sandals,21,21,1.0
G2,4,train,gender x articleType,Women | Sports Shoes,268,253,1.0
G2,4,train,gender x articleType,Women | Stockings,18,8,1.0
G2,4,train,gender x articleType,Women | Stoles,62,41,1.0
G2,4,train,gender x articleType,Women | Sunglasses,223,125,1.0
G2,4,train,gender x articleType,Women | Sweaters,59,53,1.0
G2,4,train,gender x articleType,Women | Sweatshirts,40,38,1.0
G2,4,train,gender x articleType,Women | Swimwear,10,9,1.0
G2,4,train,gender x articleType,Women | Tablet Sleeve,1,1,1.0
G2,4,train,gender x articleType,Women | Ties and Cufflinks,1,1,1.0
G2,4,train,gender x articleType,Women | Tights,5,4,1.0
G2,4,train,gender x articleType,Women | Tops,940,693,1.0
G2,4,train,gender x articleType,Women | Track Pants,55,49,1.0
G2,4,train,gender x articleType,Women | Travel Accessory,2,2,1.0
G2,4,train,gender x articleType,Women | Trousers,60,46,1.0
G2,4,train,gender x articleType,Women | Tshirts,679,604,1.0
G2,4,train,gender x articleType,Women | Tunics,118,105,1.0
G2,4,train,gender x articleType,Women | Umbrellas,3,3,1.0
G2,4,train,gender x articleType,Women | Waistcoat,4,3,1.0
G2,4,train,gender x articleType,Women | Wallets,271,200,0.992619926199262
G2,4,train,gender x articleType,Women | Watches,546,400,1.0
G2,4,train,gender x family_size_bin,Boys | 1,211,211,0.990521327014218
G2,4,train,gender x family_size_bin,Boys | 2-3,202,86,0.995049504950495
G2,4,train,gender x family_size_bin,Boys | 4+,133,18,1.0
G2,4,train,gender x family_size_bin,Girls | 1,184,184,0.9836956521739131
G2,4,train,gender x family_size_bin,Girls | 2-3,174,75,1.0
G2,4,train,gender x family_size_bin,Girls | 4+,76,13,1.0
G2,4,train,gender x family_size_bin,Men | 1,8206,8206,0.9989032415305874
G2,4,train,gender x family_size_bin,Men | 2-3,2678,1204,0.9996265870052278
G2,4,train,gender x family_size_bin,Men | 4+,3317,466,0.9984926138076575
G2,4,train,gender x family_size_bin,Unisex | 1,1016,1016,0.968503937007874
G2,4,train,gender x family_size_bin,Unisex | 2-3,195,89,0.9897435897435898
G2,4,train,gender x family_size_bin,Unisex | 4+,202,32,0.995049504950495
G2,4,train,gender x family_size_bin,Women | 1,5631,5631,0.9996448232995916
G2,4,train,gender x family_size_bin,Women | 2-3,1756,784,0.9988610478359908
G2,4,train,gender x family_size_bin,Women | 4+,2235,322,0.9995525727069351
G2,4,validation,gender,Boys,138,82,0.6811594202898551
G2,4,validation,gender,Girls,109,64,0.47706422018348627
G2,4,validation,gender,Men,3552,2469,0.9498873873873874
G2,4,validation,gender,Unisex,353,291,0.5580736543909348
G2,4,validation,gender,Women,2405,1664,0.9176715176715177
G2,4,validation,articleType,Accessory Gift Set,18,6,1.0
G2,4,validation,articleType,Backpacks,126,86,0.7857142857142857
G2,4,validation,articleType,Bangle,13,1,0.3076923076923077
G2,4,validation,articleType,Basketballs,2,2,0.5
G2,4,validation,articleType,Belts,136,82,0.8235294117647058
G2,4,validation,articleType,Blazers,2,2,0.5
G2,4,validation,articleType,Booties,2,1,0.0
G2,4,validation,articleType,Boxers,7,6,1.0
G2,4,validation,articleType,Bra,50,39,1.0
G2,4,validation,articleType,Bracelet,7,2,0.7142857142857143
G2,4,validation,articleType,Briefs,113,79,0.9911504424778761
G2,4,validation,articleType,Camisoles,3,3,1.0
G2,4,validation,articleType,Capris,27,20,0.5555555555555556
G2,4,validation,articleType,Caps,46,41,0.5652173913043478
G2,4,validation,articleType,Casual Shoes,452,351,0.8805309734513275
G2,4,validation,articleType,Churidar,6,6,1.0
G2,4,validation,articleType,Clothing Set,2,2,1.0
G2,4,validation,articleType,Clutches,38,31,0.9736842105263158
G2,4,validation,articleType,Concealer,2,1,1.0
G2,4,validation,articleType,Cufflinks,7,2,1.0
G2,4,validation,articleType,Cushion Covers,1,1,0.0
G2,4,validation,articleType,Deodorant,49,45,0.8163265306122449
G2,4,validation,articleType,Dresses,58,45,0.8103448275862069
G2,4,validation,articleType,Duffel Bag,14,12,0.8571428571428571
G2,4,validation,articleType,Dupatta,19,15,1.0
G2,4,validation,articleType,Earrings,45,3,0.9555555555555556
G2,4,validation,articleType,Eyeshadow,1,1,1.0
G2,4,validation,articleType,Flats,72,48,0.9305555555555556
G2,4,validation,articleType,Flip Flops,149,122,0.7919463087248322
G2,4,validation,articleType,Footballs,1,1,0.0
G2,4,validation,articleType,Formal Shoes,102,45,1.0
G2,4,validation,articleType,Foundation and Primer,2,1,1.0
G2,4,validation,articleType,Fragrance Gift Set,9,9,0.8888888888888888
G2,4,validation,articleType,Free Gifts,10,7,0.6
G2,4,validation,articleType,Gloves,4,3,1.0
G2,4,validation,articleType,Handbags,246,157,0.926829268292683
G2,4,validation,articleType,Headband,1,1,0.0
G2,4,validation,articleType,Heels,183,93,0.994535519125683
G2,4,validation,articleType,Innerwear Vests,40,31,0.95
G2,4,validation,articleType,Jackets,38,34,0.8947368421052632
G2,4,validation,articleType,Jeans,95,48,0.9473684210526315
G2,4,validation,articleType,Jeggings,4,3,1.0
G2,4,validation,articleType,Jewellery Set,6,3,1.0
G2,4,validation,articleType,Jumpsuit,2,2,1.0
G2,4,validation,articleType,Kajal and Eyeliner,2,2,1.0
G2,4,validation,articleType,Kurta Sets,12,11,1.0
G2,4,validation,articleType,Kurtas,267,141,0.9962546816479401
G2,4,validation,articleType,Kurtis,34,27,1.0
G2,4,validation,articleType,Laptop Bag,13,9,0.6923076923076923
G2,4,validation,articleType,Leggings,27,23,0.9259259259259259
G2,4,validation,articleType,Lehenga Choli,1,1,1.0
G2,4,validation,articleType,Lip Gloss,1,1,1.0
G2,4,validation,articleType,Lip Liner,4,1,1.0
G2,4,validation,articleType,Lipstick,4,1,1.0
G2,4,validation,articleType,Lounge Pants,9,9,1.0
G2,4,validation,articleType,Lounge Shorts,6,5,0.8333333333333334
G2,4,validation,articleType,Messenger Bag,7,7,0.5714285714285714
G2,4,validation,articleType,Mobile Pouch,8,8,0.625
G2,4,validation,articleType,Mufflers,6,5,0.8333333333333334
G2,4,validation,articleType,Nail Polish,3,3,1.0
G2,4,validation,articleType,Necklace and Chains,11,8,0.8181818181818182
G2,4,validation,articleType,Nehru Jackets,1,1,1.0
G2,4,validation,articleType,Night suits,12,8,1.0
G2,4,validation,articleType,Nightdress,7,6,1.0
G2,4,validation,articleType,Patiala,5,3,1.0
G2,4,validation,articleType,Pendant,28,1,1.0
G2,4,validation,articleType,Perfume and Body Mist,95,81,0.8105263157894737
G2,4,validation,articleType,Rain Trousers,1,1,1.0
G2,4,validation,articleType,Ring,3,1,1.0
G2,4,validation,articleType,Rompers,2,1,1.0
G2,4,validation,articleType,Rucksacks,2,2,1.0
G2,4,validation,articleType,Salwar,6,4,1.0
G2,4,validation,articleType,Salwar and Dupatta,1,1,1.0
G2,4,validation,articleType,Sandals,151,96,0.8874172185430463
G2,4,validation,articleType,Sarees,25,22,1.0
G2,4,validation,articleType,Scarves,18,15,0.7777777777777778
G2,4,validation,articleType,Shirts,519,302,0.9807321772639692
G2,4,validation,articleType,Shoe Accessories,4,4,0.0
G2,4,validation,articleType,Shorts,90,70,0.7777777777777778
G2,4,validation,articleType,Skirts,19,16,0.631578947368421
G2,4,validation,articleType,Socks,104,59,0.7980769230769231
G2,4,validation,articleType,Sports Sandals,11,11,0.8181818181818182
G2,4,validation,articleType,Sports Shoes,336,311,0.8690476190476191
G2,4,validation,articleType,Stockings,4,2,1.0
G2,4,validation,articleType,Stoles,14,10,0.9285714285714286
G2,4,validation,articleType,Sunglasses,186,84,0.8279569892473119
G2,4,validation,articleType,Suspenders,7,4,0.8571428571428571
G2,4,validation,articleType,Sweaters,46,39,1.0
G2,4,validation,articleType,Sweatshirts,47,41,0.9148936170212766
G2,4,validation,articleType,Swimwear,3,3,0.6666666666666666
G2,4,validation,articleType,Tablet Sleeve,1,1,0.0
G2,4,validation,articleType,Ties,35,17,1.0
G2,4,validation,articleType,Tights,2,2,1.0
G2,4,validation,articleType,Tops,275,193,0.9418181818181818
G2,4,validation,articleType,Track Pants,49,39,0.9183673469387755
G2,4,validation,articleType,Tracksuits,5,4,1.0
G2,4,validation,articleType,Travel Accessory,2,2,1.0
G2,4,validation,articleType,Trolley Bag,1,1,0.0
G2,4,validation,articleType,Trousers,87,57,0.9655172413793104
G2,4,validation,articleType,Trunk,23,17,1.0
G2,4,validation,articleType,Tshirts,1147,921,0.9380993897122929
G2,4,validation,articleType,Tunics,29,26,1.0
G2,4,validation,articleType,Umbrellas,2,1,1.0
G2,4,validation,articleType,Waist Pouch,3,3,0.3333333333333333
G2,4,validation,articleType,Waistcoat,2,1,1.0
G2,4,validation,articleType,Wallets,141,81,0.9078014184397163
G2,4,validation,articleType,Watches,378,268,0.828042328042328
G2,4,validation,articleType,Water Bottle,2,2,0.5
G2,4,validation,articleType,Wristbands,1,1,0.0
G2,4,validation,family_size_bin,1,3795,3795,0.8837944664031621
G2,4,validation,family_size_bin,2-3,1296,576,0.9050925925925926
G2,4,validation,family_size_bin,4+,1466,199,0.9529331514324693
G2,4,validation,gender x articleType,Boys | Blazers,1,1,0.0
G2,4,validation,gender x articleType,Boys | Booties,2,1,0.0
G2,4,validation,gender x articleType,Boys | Casual Shoes,6,4,0.6666666666666666
G2,4,validation,gender x articleType,Boys | Clothing Set,1,1,1.0
G2,4,validation,gender x articleType,Boys | Flip Flops,2,2,0.5
G2,4,validation,gender x articleType,Boys | Gloves,2,1,1.0
G2,4,validation,gender x articleType,Boys | Jackets,2,1,0.0
G2,4,validation,gender x articleType,Boys | Jeans,6,2,1.0
G2,4,validation,gender x articleType,Boys | Kurtas,1,1,1.0
G2,4,validation,gender x articleType,Boys | Sandals,2,1,0.0
G2,4,validation,gender x articleType,Boys | Shirts,12,5,0.9166666666666666
G2,4,validation,gender x articleType,Boys | Shorts,9,6,0.2222222222222222
G2,4,validation,gender x articleType,Boys | Sweatshirts,1,1,0.0
G2,4,validation,gender x articleType,Boys | Trousers,1,1,1.0
G2,4,validation,gender x articleType,Boys | Tshirts,85,49,0.7647058823529411
G2,4,validation,gender x articleType,Boys | Watches,5,5,0.0
G2,4,validation,gender x articleType,Girls | Capris,8,3,0.375
G2,4,validation,gender x articleType,Girls | Casual Shoes,4,4,0.25
G2,4,validation,gender x articleType,Girls | Clothing Set,1,1,1.0
G2,4,validation,gender x articleType,Girls | Dresses,9,5,0.0
G2,4,validation,gender x articleType,Girls | Flip Flops,2,1,0.0
G2,4,validation,gender x articleType,Girls | Innerwear Vests,1,1,0.0
G2,4,validation,gender x articleType,Girls | Jeans,4,1,0.5
G2,4,validation,gender x articleType,Girls | Leggings,2,2,0.5
G2,4,validation,gender x articleType,Girls | Lehenga Choli,1,1,1.0
G2,4,validation,gender x articleType,Girls | Rompers,2,1,1.0
G2,4,validation,gender x articleType,Girls | Sandals,9,6,0.7777777777777778
G2,4,validation,gender x articleType,Girls | Shorts,6,4,0.3333333333333333
G2,4,validation,gender x articleType,Girls | Skirts,4,2,0.0
G2,4,validation,gender x articleType,Girls | Tops,38,18,0.7105263157894737
G2,4,validation,gender x articleType,Girls | Tshirts,17,13,0.29411764705882354
G2,4,validation,gender x articleType,Girls | Watches,1,1,0.0
G2,4,validation,gender x articleType,Men | Accessory Gift Set,18,6,1.0
G2,4,validation,gender x articleType,Men | Backpacks,11,7,0.0
G2,4,validation,gender x articleType,Men | Bangle,13,1,0.3076923076923077
G2,4,validation,gender x articleType,Men | Belts,94,53,0.9468085106382979
G2,4,validation,gender x articleType,Men | Blazers,1,1,1.0
G2,4,validation,gender x articleType,Men | Boxers,7,6,1.0
G2,4,validation,gender x articleType,Men | Briefs,87,61,1.0
G2,4,validation,gender x articleType,Men | Caps,21,17,0.47619047619047616
G2,4,validation,gender x articleType,Men | Casual Shoes,354,263,0.963276836158192
G2,4,validation,gender x articleType,Men | Cufflinks,7,2,1.0
G2,4,validation,gender x articleType,Men | Deodorant,30,29,0.8666666666666667
G2,4,validation,gender x articleType,Men | Flip Flops,83,70,0.9156626506024096
G2,4,validation,gender x articleType,Men | Formal Shoes,102,45,1.0
G2,4,validation,gender x articleType,Men | Fragrance Gift Set,7,7,0.8571428571428571
G2,4,validation,gender x articleType,Men | Free Gifts,5,4,1.0
G2,4,validation,gender x articleType,Men | Gloves,2,2,1.0
G2,4,validation,gender x articleType,Men | Heels,1,1,1.0
G2,4,validation,gender x articleType,Men | Innerwear Vests,39,30,0.9743589743589743
G2,4,validation,gender x articleType,Men | Jackets,20,18,1.0
